 Image Link , Phylum, Size (L), Extinct, Litter Size, Main Prey, Color, Age Of Independence, Scientific Name, Weight, Type, Temperament, Wingspan, Average Size (L), Optimum pH Level, Skin Type, Favourite Food, Water Type, Top Speed, Size, Age Of Sexual Maturity, Incubation Period, Common Name, Biggest Threat, Order, Other Name(s), Lifestyle, Average Weight, Average Lifespan, Family, Average Spawn Size, Lifespan, Prey, Diet, Conservation Status, Size (H), Group Behaviour, Average Litter Size, Animal Name , Location, Kingdom, Average Clutch Size, Estimated Population Size, Fun Fact, Predators, Training, Average Size (H), Gestation Period, Age Of Fledgling, Class, Special Features, Average Size, Subfamily, Name Of Young, Distinctive Features, Age Of Weaning, Most Distinctive Feature, Genus, Habitat, Wing Span, Group, Number Of Species, Origin, Colour, 
https://a-z-animals.com/media/animals/images/470x370/crested_penguin1.jpg ,Chordata, , , ,Krill| Fish| Shrimp, , ,Eudyptes robustus,3kg - 6kg (6.6lbs - 13lbs),Bird, , , , ,Feathers,Krill, , , , , , , ,Sphenisciformes, ,Colony, , ,Spheniscidae, ,15 - 20 years, ,Carnivore,Vulnerable,60cm - 68cm (24in - 27in), ,2,Crested Penguin, ,Animalia, , , ,Leopard Seal| Killer Whale| Sharks, , , , ,Aves, , , , ,Red beak and bright yellow eyebrows, , ,Eudyptes,Rocky Antarctic Islands, , , , ,Black| White| Grey| Yellow,
https://a-z-animals.com/media/animals/images/470x370/crocodile_10.jpg ,Chordata,1.7m - 7m (5.5ft - 23ft), , , , ,1 - 2 years,Crocodylus acutus| Crocodylus intermedius| Crocodylus johnsoni| Crocodylus mindorensis| Crocodylus moreletii| Crocodylus niloticus| Crocodylus novaeguineae| Crocodylus palustris| Crocodylus porosus| Crocodylus rhombifer| Crocodylus siamensis| Osteolaemus tetraspis| Mecistops cataphractus,18kg - 1|000kg (40lbs - 2|200lbs), , , , , ,Plate-like scales, , ,40kph (25mph), ,4 - 12 years,3 months,Crocodile| Croc,Habitat loss and hunting,Crocodilia,American crocodile| Orinoco crocodile| Freshwater crocodile| Philippine crocodile| Mexican crocodile| Nile crocodile| New Guinea crocodile| Mugger crocodile| Estuarine crocodile| Cuban crocodile| Siamese crocodile| Dwarf crocodile| Slender-snouted crocodile,Nocturnal, , ,Crocodylidae, ,20 - 70 years,Fish| crustaceans| deer| buffalo,Carnivore,Least Concern| Vulnerable| Critically Endangered, ,Social, ,Crocodile,North| Central and South America| Africa| Asia| Australia,Animalia,17 - 100 ,Unknown,Known to eat pebbles to aid digestion and buoyancy!,Humans| Large felines| Birds of prey, , , , ,Reptilia, , , ,Hatchling, , ,Eyes and nostrils located on top of the head and snout,Crocodylus| Osteolaemus| Mecistops,Rivers| lakes| marshes| lagoons| mangrove swamps and estuaries, ,Reptile,13, ,Dull olive| grey| brown| black,
https://a-z-animals.com/media/animals/images/470x370/cross_river_gorilla.jpg ,Chordata, , , ,Leaves| Fruit| Flowers, , ,Gorilla Gorilla Diehli,100kg - 200kg (220lbs - 440lbs),Mammal, , , , ,Hair,Leaves, ,40km/h (25mph), , , , , ,Primates, ,Troop, , ,Hominidae, ,35 - 50 years, ,Herbivore,Critically Endangered,1.4m - 1.7m (4.7ft - 5.5ft), ,1,Cross River Gorilla, ,Animalia, , , ,Human| Leopard| Crocodile, , , , ,Mammalia,Large head and long arms, , , , , , ,Gorilla,Rainforest and dense jungle, , , , ,Black| Grey,
https://a-z-animals.com/media/animals/images/470x370/curly_coated_retriever1.jpg , , , , , , , , ,34kg (75lbs), , , , , , , , , ,66cm (26in), , ,Curly Coated Retriever, , , , , , , , ,14 years, , , , , , ,Curly Coated Retriever, , , , , , , , , , , , , , , , , , , , , ,Gun Dog, ,Great Britain, ,
https://a-z-animals.com/media/animals/images/470x370/cuscus5.jpg ,Chordata,15cm - 60cm (6in - 24in), , ,Fruit| Leaves| Insects, , ,Phalanger Maculatus,3kg - 6kg (6.5lbs - 13lbs),Mammal, , , , ,Fur,Fruit, ,25km/h (15mph), , , , , ,Marsupialia, ,Solitary, , ,Phalangeridae, ,8 - 12 years, ,Herbivore,Threatened, , ,2,Cuscus, ,Animalia, , , ,Snakes| Humans| Large birds of prey, , , , ,Mammalia, , , , ,Long tail and strong toes, , ,Phalanger,Tropical rainforest and mangroves, , , , ,Black| Brown| Tan| White| Cream| Grey,
https://a-z-animals.com/media/animals/images/470x370/cuttlefish3.jpg ,Mollusca,15cm - 50cm (5.9in - 20in), , ,Crab| Shrimp| Fish, , ,Sepiida,3kg - 10.5kg (6.6lbs - 23lbs), , , , , ,Smooth,Crab, , , , , ,Cuttlefish, ,Decapodiformes, , , ,1 - 3 years,Sepiida, , , ,Carnivore,Threatened, , ,200,Cuttlefish,Worldwide,Animalia, , , ,Fish| Sharks| Cuttlefish, , , , ,Cephalopoda, , , , ,Long body shape and large eyes, , , ,Coastal and deeper waters, , ,120, ,Green| Red| Blue| Yellow| Orange| Brown| Pink| White,
https://a-z-animals.com/media/animals/images/470x370/dachshund.jpg , , , , , , , , ,4kg (9lbs), , , , , , , , , ,38cm (15in), , ,Dachshund, , , , , , , , ,15 years, , , , , , ,Dachshund, , , , , , , , , , , , , , , , , , , , , ,Hound, ,Germany, ,
https://a-z-animals.com/media/animals/images/470x370/darwins_frog2.jpg ,Chordata,2.5cm - 3.5cm (0.9in - 1.4in), , ,Insects| Worms| Snails, , ,Rhinoderma Darwinii,2g - 5g (0.07oz - 0.17oz),Amphibian, , , , ,Permeable,Insects, ,8km/h (5mph), , , , , ,Anura, ,Solitary, , ,Rhinodermatidae, ,10 - 15 years, ,Carnivore,Vulnerable, , , ,Darwin's Frog, ,Animalia,30, , ,Rodents| Snakes| Birds, , , , ,Amphibia, , , , ,Small body size and leaf-like appearance, , ,Rhinoderma,Beech-tree forests and in fields, , , , ,Black| Green| Grey| Brown| Tan,
https://a-z-animals.com/media/animals/images/470x370/deer.jpg ,Chordata, , , ,Acorns| Fruit| Grass, , ,Odocoileus virginiana,10kg - 450kg (22lbs - 990lbs),Mammal, , , , ,Fur,Acorns, ,70km/h (43mph), , , , , ,Artiodactyla, ,Herd, , ,Cervidae, ,10 - 20 years, ,Herbivore,Threatened,60cm - 105cm (24in - 206in), ,1,Deer, ,Animalia, , , ,Wolf| Bear| Cougar, , , , ,Mammalia, , , , ,Long ears and some male species have antlers, , , ,Dense forest and planted areas, , , , ,Brown| Tan| White| Orange,
https://a-z-animals.com/media/animals/images/470x370/desert_tortoise_3.jpg ,Chordata,25cm - 36cm (10in - 14in), , ,Grasses| Herbs| Flowers, , ,Gopherus Agassizii,4kg - 7kg (8lbs - 15lbs),Reptile, , , , ,Scales,Grasses, ,0.5km/h (0.3mph), , , , , ,Testudines, ,Solitary, , ,Testudinidae, ,25 - 60 years, ,Herbivore,Threatened, , , ,Desert Tortoise, ,Animalia,7, , ,Coyote| Birds| Gila Monster, , , , ,Reptilia, , , , ,Small size and patterned shell, , ,Gopherus,Sandy desert plains and rocky hills, , , , ,Black| Brown| Tan| Yellow,
https://a-z-animals.com/media/animals/images/470x370/deutsche_bracke.jpg , , , , , , , , ,18kg (40lbs), , , , , , , , , ,53cm (21in), , ,Deutsche Bracke, , , , , , , , ,12 years, , , , , , ,Deutsche Bracke, , , , , , , , , , , , , , , , , , , , , ,Hound, ,Germany, ,
https://a-z-animals.com/media/animals/images/470x370/dhole.jpg ,Chordata,75cm - 110cm (29in - 43in), , ,Deer| Rodents| Birds, , ,Cuon Alpinus,12kg - 20kg (26lbs - 44lbs),Mammal, , , , ,Fur,Deer, ,72.4km/h (45mph), , , , , ,Carnivora, ,Pack, , ,Canidae, ,10 - 13 years, ,Carnivore,Endangered, , ,8,Dhole, ,Animalia, , , ,Tigers| Leopards| Humans, , , , ,Mammalia, , , , ,Bushy tail and distinctive calls, , ,Cuon,Dry forest and thick jungle, , , , ,Grey| Black| White| Brown| Tan| Gold| Red,
https://a-z-animals.com/media/animals/images/470x370/dingo1.jpg ,Chordata,100cm - 125cm (39in - 49in), , ,Rabbit| Lizards| Rodents, , ,Canis Lupus Dingo,13kg - 20kg (28lbs - 44lbs) ,Mammal, , , , ,Fur,Rabbit, ,48km/h (30mph), , , , , ,Carnivora, ,Pack, , ,Canidae, ,7 - 15 years, ,Carnivore,Threatened, , ,6,Dingo, ,Animalia, , , ,Human| Large reptiles, , , , ,Mammalia, , , , ,Pricked ears and a long bushy tail, , ,Canis,Desert| wet and dry forests, , , , ,Tan| Black| Brown| Grey| Red| Yellow,
https://a-z-animals.com/media/animals/images/470x370/discus1.jpg ,Chordata,20cm - 25cm (8in - 10in), , , , ,2 - 3 weeks,Symphysodon, , , , , ,5.5 - 6.5,Scales, ,Fresh, , ,1 - 3 years,10 days,Discus,Water pollution,Perciformes, ,Diurnal, , ,Cichlidae,150,8 - 15 years,Insects| Worms| Small fish,Omnivore,Threatened, ,School, ,Discus,Brazil| Columbia and Peru,Animalia, ,Unknown,One of the only schooling Cichlids!,Fish| Turtles| Birds, , , , ,Actinopterygii, , , ,Fry,A round and colourful disc-like body, , ,Symphysodon,Deep| slow-moving waters, ,Fish,3, ,Blue| Red| Green| Yellow| Orange| Black| Brown,
https://a-z-animals.com/media/animals/images/470x370/doberman_pinscher3.jpg , , , , , , , , ,40kg (88lbs), , , , , , , , , ,71cm (28in), , ,Doberman Pinscher, , , , , , , , ,12 years, , , , , , ,Doberman Pinscher, , , , , , , , , , , , , , , , , , , , , ,Mastiff, ,Germany, ,
https://a-z-animals.com/media/animals/images/470x370/dodo.jpg ,Chordata, ,mid-late 17th century, ,Tambalacoque Fruit, , ,Raphus Cucullatus,20kg (44lbs),Bird, , , , ,Feathers,Tambalacoque Fruit, , , , , , , ,Columbiformes, ,Flock, , ,Columbidae, ,10 - 30 years, ,Omnivore,Extinct,1m (3ft), ,1,Dodo, ,Animalia, , , ,Humans| Cats| Dogs, , , , ,Aves, , , , ,Hooked beak and unable to fly, , ,Raphus,Tropical forest, , , , ,Grey| Black| White| Brown,
https://a-z-animals.com/media/animals/images/470x370/dog5.jpg ,Chordata, , , , , , ,Canis lupus familiaris,30kg (65lbs),Mammal, , , , , , , ,50km/h (31mph),50cm (20in), , , , ,Carnivora, ,Solitary, , ,Canidae, ,15 years, ,Carnivore, , , , ,Dog, ,Animalia, , , , , , , , ,Mammalia, , , , , , , ,Canis, , , , , , ,
https://a-z-animals.com/media/animals/images/470x370/dogo_argentino_2.jpg , , , , , , , , ,45kg (100lbs), , , , , , , , , ,68.5cm (27in), , ,Dogo Argentino, , , , , , , , ,13 years, , , , , , ,Dogo Argentino, , , , , , , , , , , , , , , , , , , , , ,Mastiff, ,Argentina, ,
https://a-z-animals.com/media/animals/images/470x370/dogue_de_bordeaux.jpg , , , , , , , , ,45kg (100lbs), , , , , , , , , ,68.5cm (27in), , ,Dogue De Bordeaux, , , , , , , , ,12 years, , , , , , ,Dogue De Bordeaux, , , , , , , , , , , , , , , , , , , , , ,Mastiff, ,France, ,
https://a-z-animals.com/media/animals/images/470x370/bottle_nosed_dolphin3.jpg ,Chordata,2.5m - 4m (8ft - 13ft), , ,Fish| Shrimp| Squid, , ,Tursiops Truncatus,200kg - 300kg (440lbs - 660lbs),Mammal, , , , ,Smooth,Fish, ,35km/h (21mph), , , , , ,Cetacea, ,Pod, , ,Delphinidae, ,20 - 35 years, ,Omnivore,Least Concern, , ,1,Bottlenose Dolphin, ,Animalia, , , ,Human| Sharks| Killer Whale, , , , ,Mammalia, , , , ,Large dorsal fins and communicate using whistling, , ,Tursiops,Warm harbours and bays, , , , ,Light grey| Dark grey,
https://a-z-animals.com/media/animals/images/470x370/donkey3.jpg ,Chordata, , , ,Grass| Weeds| Vegetables, , ,Equus Asinus,200kg - 258kg (441lbs - 570lbs),Mammal, , , , ,Fur,Grass, ,24km/h (15mph), , , , , ,Perissodactyla, ,Herd, , ,Equidae, ,15 - 30 years, ,Herbivore,Threatened,90cm - 130cm (35in - 51in), ,1,Donkey, ,Animalia, , , ,Fox| Wolf| Lion, , , , ,Mammalia, , , , ,Stocky body and hee-haw sounds, , ,Equus,Arid forests and deserts, , , , ,Grey| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/dormouse3.jpg ,Chordata,6cm - 19cm (2.4in - 7.5in), , ,Fruits| Nuts| Insects, , ,Gliridae,15g - 200kg (0.5oz - 7.1oz),Mammal, , , , ,Fur,Fruits, ,12.8km/h (8mph), , , , , ,Rodentia, ,Solitary, , ,Gliridae, ,2 - 5 years, ,Omnivore,Least Concern, , ,4,Dormouse, ,Animalia, , , ,Owls| Snakes| Weasels, , , , ,Mammalia, , , , ,Long tail and thin| black whiskers, , , ,Dense woodlands and shrub land, , , , ,Grey| Black| White| Brown| Tan| Gold,
https://a-z-animals.com/media/animals/images/470x370/dragonfly.jpg ,Arthropoda, , , ,Mosquitoes| Fly| Bee, , ,Anisoptera, , , , , , ,Hair,Mosquitoes, , ,2.4-10cm (1-4in), , ,Dragonfly, ,Odonata, , , ,6 years,Anisoptera, , , ,Carnivore,Threatened, , ,60,Dragonfly,Worldwide,Animalia, , , ,Birds| Fish| Lizards, , , , ,Insecta,Long body shape and large| transparent wings, , , , , , , ,Wetlands and close to water, , ,5|000, ,Yellow| Black| Orange| Red| White. Brown| Blue,
https://a-z-animals.com/media/animals/images/470x370/drever.jpg , , , , , , , , ,15kg (33lbs), , , , , , , , , ,40cm (16in), , ,Drever, , , , , , , , ,14 years, , , , , , ,Drever, , , , , , , , , , , , , , , , , , , , , ,Hound, ,Sweden, ,
https://a-z-animals.com/media/animals/images/470x370/duck4.jpg ,Chordata,30cm - 50cm (12in - 20in), , ,Insects| Frogs| Plants| Shellfish, , ,Anas Platyrhynchos,0.7kg - 1.4kg (1.5lbs - 3lbs),Bird, ,60cm - 80cm (24in - 31in), , ,Feathers,Insects, ,55km/h (88mph), , , , , ,Anseriformes, ,Pack, , ,Anatidae, ,4 - 8 years, ,Omnivore,Least Concern, , , ,Duck, ,Animalia,5, , , , , , , ,Aves, , , , ,Long| broad beak and webbed feet, , ,Duck,Rivers| lakes and woodland wetlands, , , , ,Green| Black| Grey| Brown| White| Yellow,
https://a-z-animals.com/media/animals/images/470x370/dugong_4.jpg ,Chordata,2.7m - 3m (8.9ft - 9.8ft), , ,Sea Grass. Algae| Flowers, , ,Dugong Dugon,150kg - 400kg (330lbs - 880lbs),Mammal, , , , ,Leather,Sea Grass, ,22km/h (13mph), , , , , ,Sirenia, ,Solitary, , ,Dugongidae, ,50 - 70 years, ,Herbivore,Threatened, , ,1,Dugong, ,Animalia, , , ,Human| Sharks| Crocodile, , , , ,Mammalia, , , , ,Large body size and forked tail, , ,Dugong,Warmer tropical waters and sea grass forests, , , , ,Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/dunker.jpg , , , , , , , , ,22kg (49lbs), , , , , , , , , ,53cm (21in), , ,Dunker, , , , , , , , ,14 years, , , , , , ,Dunker, , , , , , , , , , , , , , , , , , , , , ,Hound, ,Norway, ,
https://a-z-animals.com/media/animals/images/470x370/dusky_dolphin7.jpg ,Chordata,1.6m  - 2.1m (5ft - 7ft), , , , , ,Lagenorhynchus obscurus,80kg - 120kg (176lbs - 264lbs), , , , , ,Smooth, , ,37kph (23mph), ,4 - 5 years, ,Dusky Dolphin,Hunting and commercial fishing,Cetacea, ,Diurnal/Nocturnal, , ,Delphinidae, ,18 - 25 years,Anchovies| Sardines| Squid,Carnivore,Data Deficient, ,Pod,1,Dusky Dolphin,Across the southern hemisphere,Animalia, ,Not Known,Communicates using whistles| squeaks and clicks!,Killer Whales| Sharks| Humans, , ,11 months, ,Mammalia, , , ,Calf, ,18 months,Rounded black beak and tall| curved dorsal fin,Lagenorhynchus,Cooler waters near continental shelves, ,Mammal,3, ,Grey| Blue| Black| White,
https://a-z-animals.com/media/animals/images/470x370/dwarf_crocodile1.jpg ,Chordata,1.7m - 1.9m (5.5ft - 6.25ft), , , , ,Up to a few weeks,Osteolaemus tetraspis,18kg - 32kg (40lbs - 70lbs), , , , , ,Scales, , ,17kph (11mph), ,4 - 5 years,3 months,Dwarf Crocodile,Habitat loss and hunting,Crocodilia,African Dwarf Crocodile| Black Crocodile| Bony Crocodile| Broad-Snouted Crocodile| Rough-Backed Crocodile,Nocturnal, , ,Crocodylidae, ,40 - 75 years,Fish| Crustaceans| Frogs,Carnivore,Vulnerable, ,Solitary, ,Dwarf Crocodile,West Africa,Animalia,10,25|000 - 100|000,Digs burrows in river banks to rest!,Crocodiles| Large Birds and Mammals, , , , ,Sauropsida, , , ,Hatchling, , ,Short and broad snout,Osteolaemus,Rainforest rivers and swamps, ,Reptile,2, ,Black| Grey| Yellow,
https://a-z-animals.com/media/animals/images/470x370/eagle1.jpg ,Chordata, , , ,Fish| Mammals| Reptiles, , ,Hieraatus Spilogaster,0.5kg - 7kg (1.1lbs - 15.4lbs),Bird, ,70cm - 250cm (27.5in - 98in), , ,Feathers,Fish, ,160km/h (100mph), , , , , ,Falconiformes , ,Solitary, , ,Accipitridae, ,15 - 30 years, ,Omnivore,Threatened,40cm - 100cm (15.7in - 39.3in), , ,Eagle, ,Animalia,2, , ,Human| Hawk| Raccoon, , , , ,Aves, , , , ,Long curved beak and strong| sharp claws, , , ,Open waters like rivers| lakes and coastal regions, , , , ,Black| Grey| Brown| White| Yellow,
https://a-z-animals.com/media/animals/images/470x370/earwig_3.jpg ,Arthropoda,1cm - 3cm (0.4in - 1.2in), , ,Plants| Flowers| Insects, , ,Dermaptera,2g - 5g (0.07oz - 0.1oz), , , , , ,Shell,Plants, , , , , ,Earwig, ,Dermaptera, , , ,1 - 3 years, , , , ,Omnivore,Least Concern, , ,50,Earwig ,Worldwide,Animalia, , , ,Toads| Birds| Beetles, , , , ,Insecta, , , , ,Sharp pincers and delicate wings, , , ,Grass and woodlands, , ,1|800, ,Black. Brown| Yellow| Tan,
https://a-z-animals.com/media/animals/images/470x370/eastern_gorilla.jpg ,Chordata, , , ,Leaves| Seeds| Herbs, , ,Gorilla Berengei,204kg - 227kg (450lbs - 500lbs),Mammal, , , , ,Hair,Leaves, ,40km/h (25mph), , , , , ,Primates, ,Social, , ,Hominidae, ,35 - 50 years, ,Omnivore,Critically Endangered,1.5m - 1.8m (5ft - 6ft), ,1,Eastern Gorilla, ,Animalia, , , ,Human| Leopard, , , , ,Mammalia,Sociable habits and agile hands and feet, , , , , , ,Gorilla,Tropical forest and jungles in mountainous regions, , , , ,Black| Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/eastern_lowland_gorilla.jpg ,Chordata, , , ,Leaves| Seeds| Herbs, , ,Gorilla Berengei Graueri,204kg - 227kg (450lbs - 500lbs),Mammal, , , , ,Hair,Leaves, ,40km/h (25mph), , , , , ,Primates, ,Social, , ,Hominidae, ,35 - 50 years, ,Omnivore,Endangered,1.5m - 1.8m (5ft - 6ft), ,1,Eastern Lowland Gorilla, ,Animalia, , , ,Human| Leopard, , , , ,Mammalia,Sociable habits and agile hands and feet, , , , , , ,Gorilla,Tropical forest and jungles in mountainous regions, , , , ,Black| Brown| Grey,
https://a-z-animals.com/media/animals/images/470x370/echidna7.jpg ,Chordata,35cm - 52cm (14in - 20in), , ,Ants| Termites| Insects, , ,Tachyglossus Aculeatus,4kg - 7kg (9lbs - 15lbs),Mammal, , , , ,Spiky,Ants, ,30km/h (18mph), , , , , ,Monotremata, ,Solitary, , ,Tachyglossidae, ,15 - 40 years, ,Carnivore,Least Concern, , ,1,Echidna, ,Animalia, , , ,Human| Eagle| Dingos, , , , ,Mammalia, , , , ,Long snout and spikes and curved claws, , ,Tachyglossus,Cool and dry forests, , , , ,Brown| Black| White,
https://a-z-animals.com/media/animals/images/470x370/edible_frog.jpg ,Chordata,5cm - 11cm (1.9in - 4.7in), , , , ,Immediately,Pelophylax kl. esculentus,5g - 12g (0.17oz - 0.4oz), , , , , ,Permeable, ,Fresh,8kph (5mph), ,2 years,2 - 3 weeks,Edible Frog,Habitat loss,Anura,Common Water Frog| Green Frog,Diurnal, , ,Ranidae,6|000,5 - 15 years,Insects| Moths| Spiders, ,Least Concern, ,Solitary, ,Edible Frog,Across central Europe,Animalia, ,Sustainable,Known to guard the muddy banks!,Foxes| Cats| Birds, , , , ,Amphibia, , , ,Tadpole,Long legs and streamlined body, , ,Pelophylax,Woodland swamps and ponds, ,Amphibian,1, ,Brown| Green| Black| Tan,
https://a-z-animals.com/media/animals/images/470x370/egyptian_mau2.jpg , , , , , , , , , , ,Loving| playful and clever, , , , , , , , , , ,Egyptian Maus, , , , ,4.5kg (10lbs),14 years, , , , , , , , ,6,Egyptian Mau, , , , , , , , , , , , ,60cm (2ft), , , , , , , , ,Shorthair, ,Egypt,Blue| Lilac| Grey| White,
https://a-z-animals.com/media/animals/images/470x370/electric_eel3.jpg ,Chordata,2.5m (8.22ft), , ,Fish| Birds| Small mammals, , ,Electrophorus Electricus,20kg (44lbs),Fish, , , , ,Scales,Fish, ,8 km/h (5mph), , , , , ,Gymnotiformes, ,Solitary, , ,Gymnotidae, ,15 - 22 years, ,Carnivore,Least Concern, , , ,Electric Eel, ,Animalia,20|000, , ,Human, , , , ,Actinopterygii, , , , ,Long body and organs that produce and electric current, , ,Electrophorus,River in the Amazon, , , , ,Black| White| Purple| Blue,
https://a-z-animals.com/media/animals/images/470x370/elephant_seal.jpg ,Chordata,3m - 5m (10ft - 16ft), , ,Fish| Squid| Octopus, , ,Mirounga,900kg - 3|000kg (2|000lbs - 6|000lbs),Mammal, , , , ,Fur,Fish, ,19km/h (12mph), , , , , ,Carnivora, ,Herd, , ,Phocidae, ,18 - 22 years, ,Carnivore,Least Concern, , ,1,Elephant Seal, ,Animalia, , , ,Human| Sharks| Killer Whales, , , , ,Mammalia, , , , ,Long trunk-like nose and large body, , ,Mirounga,Warm coastal waters close to land, , , , ,Brown| Black| Tan| Grey,
https://a-z-animals.com/media/animals/images/470x370/elephant_shrew.jpg ,Chordata,10cm - 30cm (4in - 12in), , ,Insects| Worms| Spiders, , ,Elephantulus,50g - 500g (2oz - 18oz),Mammal, , , , ,Fur,Insects, ,13km/h (8mph), , , , , ,Macroscelidea, ,Solitary, , ,Macroscelididae, ,2 - 5 years, ,Omnivore,Least Concern, , ,2,Elephant Shrew, ,Animalia, , , ,Snakes| Lizards| Birds of Prey , , , , ,Mammalia, , , , ,Long nose and long back legs, , ,Elephantulus,Forest| woodland and grassland, , , , ,Black| Brown| Grey| White| Tan,
https://a-z-animals.com/media/animals/images/470x370/emperor_penguin3.jpg ,Chordata, , , , , , ,Aptenodytes forsteri,22kg - 45kg (49lbs - 99lbs), , ,76cm - 89cm (30in - 35in), , ,Feathers, , ,24kph (15mph), ,3 - 8 years,60 - 70 days,Emperor Penguin,Global warming,Sphenisciformes, ,Diurnal, , ,Spheniscidae, ,15 - 50 years,Fish| Krill| Squid,Carnivore,Least Concern,100cm - 120cm (39in - 47in),Colony, ,Emperor Penguin,Antarctica,Animalia,1,200|000 breeding pairs,The world's largest species of penguin!,Southern Giant Petrol| Leopard Seal| Killer Whale, , , ,5 - 6 months,Aves, , , ,Chick, , ,Bright yellow feathers on neck and ears,Aptenodytes,Compact sea-ice and ocean, ,Bird,1, ,Black| White| Yellow| Orange,
https://a-z-animals.com/media/animals/images/470x370/emperor_tamarin1.jpg ,Chordata,18cm - 30cm (7in - 12in), , ,Fruit| Insects| Rodents, , ,Saguinus Imperator,220g - 900g (7.7oz - 32oz),Mammal, , , , ,Fur,Fruit, ,40km/h (24mph), , , , , ,Primates, ,Troop, , ,Callitrichidae, ,8 - 15 years, ,Omnivore,Least Concern, , ,2,Emperor Tamarin, ,Animalia, , , ,Hawks| Snakes| Wild Cats, , , , ,Mammalia, , , , ,Small body size and long| thin tail, , ,Saguinus,Lowland tropical forest, , , , ,Black| Grey| White| Brown,
https://a-z-animals.com/media/animals/images/470x370/emu1.jpg ,Chordata, , , ,Fruit| Seeds| Insects| Flowers, , ,Dromaius Novaehollandiae,18kg - 60kg (40lbs - 132lbs),Bird, , , , ,Feathers,Fruit, ,40km/h (25mph), , , , , ,Casuariiformes, ,Flock, , ,Casuariidae, ,12 - 20 years, ,Omnivore,Least Concern,1.5m - 1.9m (4.9ft - 6.2ft), , ,Emu, ,Animalia,11, , ,Human| Wild dogs| Birds of prey, , , , ,Aves, , , , ,Enormous body size and large eyes, , ,Dromaius,Open grasslands with bushes close to water, , , , ,Black| Grey| Brown,
https://a-z-animals.com/media/animals/images/470x370/english_cocker_spaniel.jpg , , , , , , , , ,15kg (34lbs), , , , , , , , , ,43cm (17in), , ,English Cocker Spaniel, , , , , , , , ,15 years, , , , , , ,English Cocker Spaniel, , , , , , , , , , , , , , , , , , , , , ,Gun Dog, ,Great Britain, ,
https://a-z-animals.com/media/animals/images/470x370/english_shepherd1.jpg , , , , , , , , ,27kg (60lbs), , , , , , , , , ,58cm (23in), , ,English Shepherd, , , , , , , , ,16 years, , , , , , ,English Shepherd, , , , , , , , , , , , , , , , , , , , , ,Herd, ,North America, ,
https://a-z-animals.com/media/animals/images/470x370/english_springer_spaniel.jpg , , , , , , , , ,25kg (55lbs), , , , , , , , , ,50cm (20in), , ,English Springer Spaniel, , , , , , , , ,12 years, , , , , , ,English Springer Spaniel, , , , , , , , , , , , , , , , , , , , , ,Gun Dog, ,Great Britain, ,
https://a-z-animals.com/media/animals/images/470x370/entlebucher_mountain_dog2.jpg , , , , , , , , ,30kg (65lbs), , , , , , , , , ,50cm (20in), , ,Entlebucher Mountain Dog, , , , , , , , ,12 years, , , , , , ,Entlebucher Mountain Dog, , , , , , , , , , , , , , , , , , , , , ,Sennenhund, ,Switzerland, ,
https://a-z-animals.com/media/animals/images/470x370/epagneul_pont_audemer.jpg , , , , , , , , ,24kg (53lbs), , , , , , , , , ,58cm (23in), , ,Epagneul Pont-Audemer, , , , , , , , ,13 years, , , , , , ,Epagneul Pont Audemer, , , , , , , , , , , , , , , , , , , , , ,Gun Dog, ,France, ,
https://a-z-animals.com/media/animals/images/470x370/estrela_mountain_dog.jpg , , , , , , , , ,47kg (105lbs), , , , , , , , , ,68cm (27in), , ,Estrela Mountain Dog, , , , , , , , ,16 years, , , , , , ,Estrela Mountain Dog, , , , , , , , , , , , , , , , , , , , , ,Guard, ,Portugal, ,
https://a-z-animals.com/media/animals/images/470x370/falcon1.jpg ,Chordata, , , ,Birds| Rabbits| Bats, , ,Falconiforme,0.7kg - 1.2kg (1.5lbs - 2.6lbs),Bird, ,51cm - 110cm (20in - 43in), , ,Feathers,Birds, ,322km/h (200mph), , , , , ,Falconiformes , ,Solitary, , ,Falconidae, ,12 - 18 years, ,Carnivore,Threatened,22cm - 40cm (9in - 19in), , ,Falcon, ,Animalia,3, , ,Human| Eagles| Owls| Wolves, , , , ,Aves, , , , ,Sharp| pointed beak and aerodynamic body shape, , ,Falco,High areas like mountains and cliffs, , , , ,Black| Grey| Brown| White| Yellow,
https://a-z-animals.com/media/animals/images/470x370/fennec_fox3.jpg ,Chordata,24cm -41cm (9in - 16in), , , , , ,Vulpes zerda,1kg - 1.5kg (2.2lbs - 3.3lbs), , , , , ,Fur, , ,40kph (25mph), ,9 months, ,Fennec Fox,Habitat loss and hunting,Carnivora, ,Nocturnal, , ,Canidae, ,10 - 14 years,Berries| Fruit| Rodents| Reptiles,Omnivore,Least Concern, ,Sociable,3,Fennec Fox,North Africa,Animalia, ,Unknown,Can get all their water from their food!,Eagle Owl| Hyena| Jackal, , ,52 days, ,Mammalia, , , ,Kit, ,5 weeks,Large| over-sized ears,Vulpes,Sandy and semi-arid desert, ,Mammal,1, ,Sandy| white| cream,
