 Image Link , Phylum, Size (L), Extinct, Litter Size, Main Prey, Color, Age Of Independence, Scientific Name, Weight, Type, Temperament, Wingspan, Average Size (L), Optimum pH Level, Skin Type, Favourite Food, Water Type, Top Speed, Size, Age Of Sexual Maturity, Incubation Period, Common Name, Biggest Threat, Order, Other Name(s), Lifestyle, Average Weight, Average Lifespan, Family, Average Spawn Size, Lifespan, Prey, Diet, Conservation Status, Size (H), Group Behaviour, Average Litter Size, Animal Name , Location, Kingdom, Average Clutch Size, Estimated Population Size, Fun Fact, Predators, Training, Average Size (H), Gestation Period, Age Of Fledgling, Class, Special Features, Average Size, Subfamily, Name Of Young, Distinctive Features, Age Of Weaning, Most Distinctive Feature, Genus, Habitat, Wing Span, Group, Number Of Species, Origin, Colour, 
https://a-z-animals.com/media/animals/images/470x370/opossum2.jpg ,Chordata, , , ,Fruit| Insects| Frogs, , ,Didelphis Virginiana,0.5-6kg (1.1-13lbs),Mammal, , , , ,Fur,Fruit, ,25km/h (15mph),15-45cm (5.9-18in), , , , ,Didelphimorphia, ,Solitary, , ,Didelphidae, ,2-7 years, ,Omnivore,Least Concern, , ,6,Opossum, ,Animalia, , , ,Fox| Cat| Birds of Prey, , , , ,Mammalia,Long prehensile tail and sharp claws, , , , , , ,Didelphis,Forest and farmland close to water, , , , ,Black| Brown| White| Grey,
https://a-z-animals.com/media/animals/images/470x370/orang-utan.jpg ,Chordata, , , , , , ,Pongo pygmaeus| Pongo abelii| Pongo tapanuliensis,30kg - 90kg (66lbs - 200lbs), , , , , ,Hair, , ,6kph (2.7mph), ,12 - 15 years, ,Orang-utan,Hunting and Habitat Loss,Primates,Red Ape| Forest Person,Diurnal, , ,Hominidae, ,30 - 40 years,Fruits| Bark| Insects,Omnivore,Critically Endangered,1.25m - 1.5m (4ft - 5ft),Solitary,1,Orang-utan,Borneo and Sumatra,Animalia, ,20|000,An estimated 5|000 are killed every year!,Human| Tiger| Clouded Leopard, , ,9 months, ,Mammalia, , , ,Infant, ,3 years,Red hair and longer arms than legs,Pongo,Lowland tropical forest, ,Mammal,3, ,Red| Orange| Grey| Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/ostrich_9.jpg ,Chordata, , , ,Grass| Roots| Seeds| Flowers, , ,Struthio Camelus,63kg - 130kg (140lbs - 290lbs),Bird, ,1.5m - 2m (4.9ft - 6.5ft), , ,Feathers,Grass, ,74km/h (42mph), , , , , ,Struthioniformes, ,Herd, , ,Struthionidae, ,50 - 70 years, ,Omnivore,Least Concern,1.8m - 2.7m (6ft - 9ft), , ,Ostrich, ,Animalia,1, , ,Hyena| Lion| Cheetah, , , , ,Aves, , , , ,Small wings and long neck and legs, , ,Struthio,Desert and savanna areas, , , , ,Brown| Black| Grey| White| Pink,
https://a-z-animals.com/media/animals/images/470x370/otter_11.jpg ,Chordata, , , ,Fish| Crabs| Frogs, , ,Lutra Canadensis,5-15kg (10-30lbs),Mammal, , , , ,Fur,Fish, ,11km/h (7mph),76-91cm (30-36in), , , , ,Carnivora, ,Solitary, , ,Mustelidae, ,15-25 years, ,Carnivore,Threatened, , ,3,Otter, ,Animalia, , , ,Birds| Fox| Wolves, , , , ,Mammalia,Long streamline body and broad| flat tail, , , , , , ,Lutra,River banks| lakes and streams, , , , ,Brown| Tan| White,
https://a-z-animals.com/media/animals/images/470x370/oyster.jpg ,Mollusca,3cm - 15cm (1.2in - 6in), , ,Plankton and Nutrients in Water, , ,Ostreidae,50g - 200g (1.7oz - 7oz), , , , , ,Shell,Plankton, , , , , ,Oyster, ,Ostreoida, , , ,1 - 3 years,Ostreidae, , , ,Omnivore,Least Concern, , ,1|000|000,Oyster,Worldwide,Animalia, , , ,Fish| Birds| Humans, , , , ,Bivalvia, , , , ,Filter water through their hard shell, , , ,Reefs and rocky shores, , ,150, ,Black. Brown| Yellow| Tan| Silver| White,
https://a-z-animals.com/media/animals/images/470x370/pademelon.jpg ,Chordata, , , ,Grasses| Herbs| Shoots, , ,Thylogale,3.5-12kg (7.7-26lbs),Mammal, , , , ,Fur,Grasses, ,55km/h (34mph),42-52cm (16.5-20.5in), , , , ,Diprotodontia, ,Solitary, , ,Macropodidae, ,4-8 years, ,Herbivore,Threatened, , ,1,Pademelon, ,Animalia, , , ,Foxes| Dogs| Dingos, , , , ,Mammalia,Pointed nose and short| thick tail, , , , , , ,Thylogale,Dense rainforest and shrubland, , , , ,Black| Brown| Grey| Red,
https://a-z-animals.com/media/animals/images/470x370/panther.jpg ,Chordata,1.1m - 1.9m (43in - 75in), , , , , ,Panthera pardus| Panthera onca ,36kg - 160kg (79lbs - 350lbs), , , , , ,Fur, , ,114kph (71mph), ,3 - 4 years, ,Panther,Habitat loss,Carnivora,Black Panther| Black Leopard| Black Jaguar,Nocturnal, , ,Felidae, ,12 - 15 years,Deer| Tapir| Wild Boar,Carnivore,Threatened, ,Solitary,3,Panther,Asia| Africa| America,Animalia, ,Not Known,Prefers to hunt at night than during the day!,Human| Lion| Hyena, , ,90 - 105 days, ,Mammalia, , , ,Cub, ,3 months,Bright emerald green eyes,Panthera,Forest| swampland and grasslands, ,Mammal,31, ,Dark Brown| Black,
https://a-z-animals.com/media/animals/images/470x370/parrot.jpeg ,Chordata, , , ,Fruit| Nuts| Seeds| Insects, , ,Psittacine,10g - 4|000g (0.02lbs - 5.9lbs),Bird, ,15cm - 140cm (5.9in - 56in), , ,Feathers,Fruit, ,24km/h (15mph), , , , , ,Psittaciformes, ,Solitary, , ,Psittacidae, ,40 - 80 years, ,Omnivore,Endangered,8cm - 100cm (3.5in - 39in), , ,Parrot, ,Animalia,2, , ,Human| Monkeys| Large Birds, , , , ,Aves, , , , ,Large colourful body and curved beak, , , ,Rainforests and tropical jungle, , , , ,Red| Blue| Yellow| Green| White,
https://a-z-animals.com/media/animals/images/470x370/patas_monkey7.jpg ,Chordata, , , , , , ,Erythrocebus patas,4kg - 13kg (8.8lbs - 28.6lbs), , , , , ,Hair, , ,55kph (35mph), ,3 - 5 years, ,Patas Monkey,Hunting and capture,Primates,Military Monkey| Hussar Monkey| Red Guenon,Diurnal, , ,Cercopithecidae, ,12 - 20 years,Fruit| Insects| Eggs,Omnivore,Least Concern,45cm - 85cm (18in - 33in),Troop,1,Patas Monkey,Central Africa,Animalia, ,Decreasing,The fastest species of primate in the world!,Leopard| Hyena| Lion, , ,5 months, ,Mammalia, , , ,Infant, ,6 months,Red back and white moustache and beard,Erythrocebus,Savanna and open woodland, ,Mammal,1, ,Red| Brown| White| Grey| Black,
https://a-z-animals.com/media/animals/images/470x370/peacock7.jpg ,Chordata,86cm - 107cm (34in - 42in), , ,Grains| Seeds| Insects, , ,Pavo Cristatus,2.7kg - 6kg (6lbs - 13.2lbs),Bird, ,120cm - 300cm (47in - 118in), , ,Feathers,Grains, ,16km/h (10mph), , , , , ,Galliformes, ,Solitary, , ,Phasianidae, ,12 - 20 years, ,Omnivore,Least Concern, , , ,Peacock, ,Animalia,6, , ,Dogs| Raccoon| Tiger| Wild cats, , , , ,Aves, , , , ,Long tail feathers and colourful tail of males, , ,Pavo,Desert and savanna areas, , , , ,Brown| Blue| Green| Grey,
https://a-z-animals.com/media/animals/images/470x370/pekingese4.jpg , , , , , , , , ,6kg (14lbs), , , , , , , , , ,23cm (9in), , ,Pekingese, , , , , , , , ,13 years, , , , , , ,Pekingese, , , , , , , , , , , , , , , , , , , , , ,Working Dog, ,China, ,
https://a-z-animals.com/media/animals/images/470x370/pelican1.jpg ,Chordata, , , ,Fish| Crabs| Turtles, , ,Pelecanus Occidentalis,2.7kg - 15kg (6lbs - 33lbs),Bird, ,183cm - 350cm (72in - 138in), , ,Feathers,Fish, ,65km/h (40mph), , , , , ,Pelecaniformes, ,Flock, , ,Pelecanidae, ,16 - 23 years, ,Omnivore,Least Concern,106cm - 183cm (42in - 72in), , ,Pelican, ,Animalia,6, , ,Human| Cat| Coyote, , , , ,Aves, , , , ,Pouch hanging from underside of beak and keen eyesight, , ,Pelecanus,Arid islands and coastal waters, , , , ,Black| White| Grey,
https://a-z-animals.com/media/animals/images/470x370/penguin5.jpg ,Chordata, , , ,Fish| Crabs| Squid, , ,Aptenodytes Forsteri,1kg - 35kg (2.2lbs - 75lbs),Bird, ,60cm - 130cm (23.6in - 21in), , ,Feathers,Fish, ,65km/h (40mph), , , , , ,Sphenisciformes, ,Group, , ,Spheniscidae, ,20 - 30 years, ,Omnivore,Threatened,40cm - 110cm (15.7in - 43in), , ,Penguin, ,Animalia,1, , ,Leopard Seals| Sharks| Killer Whale, , , , ,Aves, , , , ,Short| sharp beak and slight webbed feet, , , ,Cold seas and rocky land, , , , ,Black| White| Grey| Yellow,
https://a-z-animals.com/media/animals/images/470x370/pere_davids_deer.jpg ,Chordata,Hair, , , , , ,Elaphurus davidianus,3.9 ft, , , , , ,Swamps and marshlands, , ,6.5 ft - 7.21 ft, , , ,Pere David's Deer,9 Months,Artiodactyla, ,Herbivore, , ,Cervidae, ,Diurnal, ,298 - 441 lbs,2 years and 3 months,Reddish brown or grayish brown| depending on season,Tigers| humans,18 years,Pere Davids Deer,Mammal,Animalia, , , ,18 mph, , ,Social, ,Mammalia, , , , , , , ,Elaphurus,Northeastern and east-central China, ,Milu| Elaphure, , , ,
